Dia,Hora,Chuva,Temperatura,Umidade
06/02/2018,05:30:00,0,20.8,97
06/02/2018,05:45:00,0,20.8,97
06/02/2018,06:00:00,0,20.8,96
06/02/2018,06:15:00,0,20.8,96
06/02/2018,06:30:00,0,20.8,96
06/02/2018,06:45:00,0,21,96
06/02/2018,07:00:00,0,20.8,96
06/02/2018,07:15:00,0,21,97
06/02/2018,07:30:00,0,21,97
06/02/2018,07:45:00,0.2,21,97
06/02/2018,08:00:00,0,21,97
06/02/2018,08:15:00,0,21.3,97
06/02/2018,08:30:00,0,21.5,97
06/02/2018,08:45:00,0,21.5,96
06/02/2018,09:00:00,0.2,21.8,96
06/02/2018,09:15:00,0,22.3,96
06/02/2018,09:30:00,0,22.5,94
06/02/2018,09:45:00,0,23.5,92
06/02/2018,10:00:00,0,23.7,89
06/02/2018,10:15:00,0,24.5,87
06/02/2018,10:30:00,0,25.2,79
06/02/2018,10:45:00,0,25.4,78
06/02/2018,11:00:00,0,26.7,74
06/02/2018,11:15:00,0,25.7,74
06/02/2018,11:30:00,0,26.2,73
06/02/2018,11:45:00,0,26.2,73
06/02/2018,12:00:00,0,25.9,71
06/02/2018,12:15:00,0,26.4,72
06/02/2018,12:30:00,0,26.4,73
06/02/2018,12:45:00,0,27.1,69
06/02/2018,13:00:00,0,27.1,66
06/02/2018,13:15:00,0,27.1,67
06/02/2018,13:30:00,0,28.1,65
06/02/2018,13:45:00,0,27.9,100
06/02/2018,14:00:00,0,27.6,67
06/02/2018,14:15:00,0,27.1,67
06/02/2018,14:30:00,0,28.4,66
06/02/2018,14:45:00,0,29.3,63
06/02/2018,15:00:00,0,28.1,66
06/02/2018,15:15:00,0,26.7,71
06/02/2018,15:30:00,0,27.6,69
06/02/2018,15:45:00,0,27.4,69
06/02/2018,16:00:00,0,26.7,68
06/02/2018,16:15:00,0,26.4,71
06/02/2018,16:30:00,0,26.2,73
06/02/2018,16:45:00,0,26.2,74
06/02/2018,17:00:00,0,25.7,75
06/02/2018,17:15:00,0,25.7,76
06/02/2018,17:30:00,0,25.4,76
06/02/2018,17:45:00,0,25.7,75
06/02/2018,18:00:00,0,25.9,76
06/02/2018,18:15:00,0,25.7,76
06/02/2018,18:30:00,0,25.7,76
06/02/2018,18:45:00,0,25.7,76
06/02/2018,19:00:00,0,25.7,76
06/02/2018,19:15:00,0,25.7,76
06/02/2018,19:30:00,0,25.4,76
06/02/2018,19:45:00,0,25.4,76
06/02/2018,20:00:00,0,25.4,78
06/02/2018,20:15:00,0,24.7,81
06/02/2018,20:30:00,0,24,84
06/02/2018,20:45:00,0,24.2,86
06/02/2018,21:00:00,0,24,86
06/02/2018,21:15:00,0,23.7,88
06/02/2018,21:30:00,0,23.5,89
06/02/2018,21:45:00,0,23.2,91
06/02/2018,22:00:00,0,23,92
06/02/2018,22:15:00,0,23,93
06/02/2018,22:30:00,0.2,23.2,94
06/02/2018,22:45:00,0.2,22.5,94
06/02/2018,23:00:00,0.2,22.7,94
06/02/2018,23:15:00,0.2,22.3,94
06/02/2018,23:30:00,0.2,22.7,95
06/02/2018,23:45:00,0.2,22.3,95
07/02/2018,00:00:00,0,22.3,96
07/02/2018,00:15:00,0.2,22.3,96
07/02/2018,00:30:00,0.2,22.5,96
07/02/2018,00:45:00,0.2,22.5,96
07/02/2018,01:00:00,0,22.3,96
07/02/2018,01:15:00,0.2,22.3,96
07/02/2018,01:30:00,0,22,96
07/02/2018,01:45:00,0,22,97
07/02/2018,02:00:00,0.2,21.8,97
07/02/2018,02:15:00,0,21.8,97
07/02/2018,02:30:00,0.2,21.8,97
07/02/2018,02:45:00,0,21.5,97
07/02/2018,03:00:00,0,21.8,97
07/02/2018,04:15:00,0,22,97
07/02/2018,04:30:00,0,21.8,96
07/02/2018,04:45:00,0,21.8,97
07/02/2018,05:00:00,0,21.5,97
07/02/2018,05:15:00,0,21.8,97
07/02/2018,05:30:00,0,22,97
07/02/2018,05:45:00,0,21.8,97
07/02/2018,06:00:00,0,21.5,97
07/02/2018,06:15:00,0,22,97
07/02/2018,06:30:00,0,21.8,97
07/02/2018,06:45:00,0,22,97
07/02/2018,07:00:00,0,22,97
07/02/2018,07:15:00,0,22.3,97
07/02/2018,07:30:00,0,22.3,97
07/02/2018,07:45:00,0,22.5,97
07/02/2018,08:00:00,0,22.5,97
07/02/2018,08:15:00,0,22.7,97
07/02/2018,08:30:00,0,23,97
07/02/2018,08:45:00,0,24.2,96
07/02/2018,09:00:00,0,24.2,92
07/02/2018,09:15:00,0,25.4,86
07/02/2018,09:30:00,0,26.4,77
07/02/2018,09:45:00,0,26.7,76
07/02/2018,10:00:00,0,27.1,76
07/02/2018,10:15:00,0,26.7,78
07/02/2018,10:30:00,0,26.7,76
07/02/2018,10:45:00,0,27.1,76
07/02/2018,11:00:00,0,27.4,74
07/02/2018,11:15:00,0,27.1,74
07/02/2018,11:30:00,0,26.4,76
07/02/2018,11:45:00,0,26.9,75
07/02/2018,12:00:00,0,26.4,78
07/02/2018,12:15:00,0,26.7,77
07/02/2018,12:30:00,0,26.2,79
07/02/2018,12:45:00,0,26.4,81
07/02/2018,13:00:00,0,27.6,73
07/02/2018,13:15:00,0,27.9,71
07/02/2018,13:30:00,0,28.1,72
07/02/2018,13:45:00,0,27.9,72
07/02/2018,14:00:00,0,27.6,76
07/02/2018,14:15:00,0,26.2,80
07/02/2018,14:30:00,0,26.9,76
07/02/2018,14:45:00,0,27.6,73
07/02/2018,15:00:00,0,27.4,73
07/02/2018,15:15:00,0,26.7,77
07/02/2018,15:30:00,0,27.1,72
07/02/2018,15:45:00,0,28.1,72
07/02/2018,16:00:00,0,26.9,76
07/02/2018,16:15:00,0,26.4,76
07/02/2018,16:30:00,0,26.7,77
07/02/2018,16:45:00,0,26.4,78
07/02/2018,17:00:00,0,26.4,76
07/02/2018,17:15:00,0,27.1,70
07/02/2018,17:30:00,0,26.7,73
07/02/2018,17:45:00,0,26.4,75
07/02/2018,18:00:00,0,27.4,72
07/02/2018,18:15:00,0,27.4,73
07/02/2018,18:30:00,0,26.4,76
07/02/2018,18:45:00,0,26.4,77
07/02/2018,19:00:00,0,26.4,78
07/02/2018,19:15:00,0,26.2,77
07/02/2018,19:30:00,0,26.2,79
07/02/2018,19:45:00,0,25.9,79
07/02/2018,20:00:00,0,25.9,80
07/02/2018,20:15:00,0,25.7,80
07/02/2018,20:30:00,0,25.2,83
07/02/2018,20:45:00,0,25.2,84
07/02/2018,21:00:00,0,25.2,84
07/02/2018,21:15:00,0,24.7,85
07/02/2018,21:30:00,0,25.4,84
07/02/2018,21:45:00,0,25.4,84
07/02/2018,22:00:00,0,25.2,84
07/02/2018,22:15:00,0,24.9,86
07/02/2018,22:30:00,0,24.9,86
07/02/2018,22:45:00,0,24.5,86
07/02/2018,23:00:00,0,24.9,83
07/02/2018,23:15:00,0,24.5,84
07/02/2018,23:30:00,0,23.7,87
07/02/2018,23:45:00,0,23.7,89
08/02/2018,00:00:00,0,24,87
08/02/2018,00:15:00,0,23.2,88
08/02/2018,00:30:00,0,23.2,88
08/02/2018,00:45:00,0,23.2,89
08/02/2018,01:00:00,0,23,89
08/02/2018,01:15:00,0,22.7,90
08/02/2018,01:30:00,0,22.7,90
08/02/2018,01:45:00,0,22.5,91
08/02/2018,02:00:00,0,22.5,92
08/02/2018,02:15:00,0,22.7,92
08/02/2018,02:30:00,0,22.5,92
08/02/2018,02:45:00,0,22.3,93
08/02/2018,03:00:00,0,22.3,94
08/02/2018,04:15:00,0,22.5,94
08/02/2018,04:30:00,0,22,94
08/02/2018,04:45:00,0,22.3,94
